transaction_id,user_id,amount,timestamp,city,latitude,longitude,transaction_type,merchant,is_seed_fraud,kafka_ts,event_time,fraud_high_value,fraud_location_anomaly,is_fraud,fraud_reason,processed_at
f7f605a4-8860-43ce-9916-69922f23e456,user_0017,477.61,2026-04-09T19:51:41.390305+00:00,Los Angeles,33.96493586719927,-118.25031373731248,online_payment,"Brown, Thomas and Morse",false,2026-04-09T19:51:41.390Z,2026-04-09T19:51:41.390Z,false,true,true,location_anomaly,2026-04-09T20:05:48.112Z
c44f98c0-19b9-467d-8b62-fd78b682735f,user_0017,1303.95,2026-04-09T19:51:48.483551+00:00,Seattle,47.63544941866116,-122.24532134796405,transfer,"Nelson, Obrien and Rich",false,2026-04-09T19:51:48.483Z,2026-04-09T19:51:48.483Z,false,true,true,location_anomaly,2026-04-09T20:05:48.112Z
24b6f111-fd40-4752-b4be-c2e5fa964b6a,user_0017,1866.98,2026-04-09T20:05:36.965164+00:00,Sydney,-33.84890795537587,151.1781467168726,withdrawal,Bass-Reynolds,false,2026-04-09T20:05:36.965Z,2026-04-09T20:05:36.965Z,false,true,true,location_anomaly,2026-04-09T20:05:48.112Z
d0ed65b4-3b8b-4757-96a3-053a5f1a047f,user_0018,112.02,2026-04-09T20:05:37.574789+00:00,Paris,48.953832354825785,2.3328638298778013,refund,Conrad Inc,false,2026-04-09T20:05:37.575Z,2026-04-09T20:05:37.574Z,false,true,true,location_anomaly,2026-04-09T20:05:48.112Z
2a487f57-1352-4b4a-a348-a6518485c063,user_0019,2643.45,2026-04-09T19:51:52.329609+00:00,Sydney,-33.81236197799313,151.17381053366014,withdrawal,"Shelton, Gordon and Gregory",false,2026-04-09T19:51:52.329Z,2026-04-09T19:51:52.329Z,false,true,true,location_anomaly,2026-04-09T20:05:48.112Z
1040d5ac-0e8f-4c69-ac7a-49a7bea70360,user_0023,247.26,2026-04-09T19:51:44.636027+00:00,Chicago,41.87486522822401,-87.69683826838033,withdrawal,Hall-Cervantes,false,2026-04-09T19:51:44.636Z,2026-04-09T19:51:44.636Z,false,true,true,location_anomaly,2026-04-09T20:05:48.112Z
213a4646-4e56-429d-ad51-c89a090a1f7a,user_0023,2050.02,2026-04-09T20:05:31.681107+00:00,London,51.465612202806014,-0.13548239023155514,online_payment,Brown LLC,false,2026-04-09T20:05:31.681Z,2026-04-09T20:05:31.681Z,false,true,true,location_anomaly,2026-04-09T20:05:48.112Z
55f8f80b-a051-4fa2-a80e-44a671e0d799,user_0023,344.88,2026-04-09T20:05:31.883792+00:00,Miami,25.78791693667932,-80.14564057152641,withdrawal,Jackson-Williams,false,2026-04-09T20:05:31.884Z,2026-04-09T20:05:31.883Z,false,true,true,location_anomaly,2026-04-09T20:05:48.112Z
feed1696-83c1-4a13-ba0b-d27b001b7e7c,user_0023,2952.69,2026-04-09T20:05:38.183125+00:00,Tokyo,35.74822602550479,139.73720974402664,purchase,"Morales, Anderson and Silva",false,2026-04-09T20:05:38.183Z,2026-04-09T20:05:38.183Z,false,true,true,location_anomaly,2026-04-09T20:05:48.112Z
58448487-6a09-4556-87d3-f8ca3f580d14,user_0024,2682.35,2026-04-09T19:51:39.563701+00:00,Dallas,32.71191173715966,-96.69948554131304,purchase,Carroll LLC,false,2026-04-09T19:51:39.563Z,2026-04-09T19:51:39.563Z,false,true,true,location_anomaly,2026-04-09T20:05:48.112Z
8b45a136-4454-4ad7-8093-582b186033fd,user_0024,227.02,2026-04-09T19:51:43.013335+00:00,Miami,25.69146507076382,-80.18036551213804,online_payment,Lozano-Gordon,false,2026-04-09T19:51:43.013Z,2026-04-09T19:51:43.013Z,false,true,true,location_anomaly,2026-04-09T20:05:48.112Z
