transaction_id,user_id,amount,timestamp,city,latitude,longitude,transaction_type,merchant,is_seed_fraud,kafka_ts,event_time,fraud_high_value,fraud_location_anomaly,is_fraud,fraud_reason,processed_at
4ddfe300-4d35-432f-a95c-3a8f084db247,user_0003,2432.51,2026-04-09T20:19:58.840339+00:00,San Antonio,29.418537903947314,-98.50173720965557,refund,Brown-Dillon,false,2026-04-09T20:19:58.840Z,2026-04-09T20:19:58.840Z,false,true,true,location_anomaly,2026-04-09T20:20:04.503Z
071a3b69-087a-4aee-9cb9-be95132da37b,user_0005,1717.01,2026-04-09T20:19:49.909939+00:00,Seattle,47.6787684408372,-122.26051602899848,online_payment,Jacobs-Walker,false,2026-04-09T20:19:49.910Z,2026-04-09T20:19:49.909Z,false,true,true,location_anomaly,2026-04-09T20:20:04.503Z
b4b3521d-6f99-47ee-879b-75b53818e9eb,user_0009,1358.69,2026-04-09T20:19:36.109452+00:00,New York,40.810287161802954,-73.9578978083405,purchase,Vargas-Higgins,false,2026-04-09T20:19:36.110Z,2026-04-09T20:19:36.109Z,false,true,true,location_anomaly,2026-04-09T20:20:04.503Z
9b849985-7c0f-443f-9ccc-a3f9c4e68a92,user_0009,198.3,2026-04-09T20:19:55.187023+00:00,Houston,29.781874779782445,-95.45887363564226,withdrawal,"Martinez, Wu and Warren",false,2026-04-09T20:19:55.187Z,2026-04-09T20:19:55.187Z,false,true,true,location_anomaly,2026-04-09T20:20:04.503Z
71307ffe-a094-454e-9b35-1627da3e240f,user_0010,1982.56,2026-04-09T20:19:48.292727+00:00,Houston,29.83358079928664,-95.34064749992868,purchase,Stanley Group,false,2026-04-09T20:19:48.292Z,2026-04-09T20:19:48.292Z,false,true,true,location_anomaly,2026-04-09T20:20:04.503Z
16958215-130c-4f17-bb59-d69b92785c64,user_0010,2951.76,2026-04-09T20:19:49.301976+00:00,Philadelphia,39.886659641473436,-75.16934754630513,purchase,English PLC,false,2026-04-09T20:19:49.302Z,2026-04-09T20:19:49.301Z,false,true,true,location_anomaly,2026-04-09T20:20:04.503Z
02761125-9bd8-42dc-9aac-11dceed670b8,user_0010,1451.04,2026-04-09T20:19:57.015113+00:00,London,51.48144878235849,-0.03308916051596322,online_payment,"Crane, Lane and Mack",false,2026-04-09T20:19:57.015Z,2026-04-09T20:19:57.015Z,false,true,true,location_anomaly,2026-04-09T20:20:04.503Z
fcb84e38-8077-400e-82ac-44ae2f16ec82,user_0011,1746.71,2026-04-09T20:19:47.888647+00:00,Los Angeles,33.980691429720096,-118.28564924696683,online_payment,"Norton, Hale and Gonzales",false,2026-04-09T20:19:47.888Z,2026-04-09T20:19:47.888Z,false,true,true,location_anomaly,2026-04-09T20:20:04.503Z
0bc3a938-e806-4a50-8ffa-2435ec0477a7,user_0011,2630.34,2026-04-09T20:19:51.125913+00:00,Sydney,-33.82159461714664,151.17227204007708,online_payment,Johnson PLC,false,2026-04-09T20:19:51.126Z,2026-04-09T20:19:51.125Z,false,true,true,location_anomaly,2026-04-09T20:20:04.503Z
f9f25b86-fd66-4670-9298-536c2d59da86,user_0011,2641.23,2026-04-09T20:19:55.391407+00:00,Los Angeles,34.13302603793,-118.34200703850446,refund,"Patterson, Vincent and Murray",false,2026-04-09T20:19:55.391Z,2026-04-09T20:19:55.391Z,false,true,true,location_anomaly,2026-04-09T20:20:04.503Z
