transaction_id,user_id,amount,timestamp,city,latitude,longitude,transaction_type,merchant,is_seed_fraud,kafka_ts,event_time,fraud_high_value,fraud_location_anomaly,is_fraud,fraud_reason,processed_at
fead676b-c67d-4d6b-9f08-3385db9c25a5,user_0008,1502.23,2026-04-09T20:13:59.642773+00:00,Dallas,32.761061819818686,-96.81355193187231,online_payment,Castro-Hood,false,2026-04-09T20:13:59.643Z,2026-04-09T20:13:59.642Z,false,true,true,location_anomaly,2026-04-09T20:14:05.069Z
beba848c-527a-40f8-90ba-5a6a6507b5e8,user_0013,1261.77,2026-04-09T20:13:55.149235+00:00,San Antonio,29.37907374485742,-98.51041330855985,withdrawal,Scott Ltd,false,2026-04-09T20:13:55.149Z,2026-04-09T20:13:55.149Z,false,true,true,location_anomaly,2026-04-09T20:14:05.069Z
b841ff1d-2e78-4287-ad4e-9e1d2420fb1b,user_0013,1988.73,2026-04-09T20:13:56.369445+00:00,Seattle,47.51139980784089,-122.3639851799984,refund,Thomas Group,false,2026-04-09T20:13:56.370Z,2026-04-09T20:13:56.369Z,false,true,true,location_anomaly,2026-04-09T20:14:05.069Z
df117d53-1593-4036-b7c1-08863f753ec6,user_0021,946.0,2026-04-09T20:13:38.612073+00:00,Chicago,41.97649604258776,-87.68213441825063,refund,Costa Group,false,2026-04-09T20:13:38.612Z,2026-04-09T20:13:38.612Z,false,true,true,location_anomaly,2026-04-09T20:14:05.069Z
8ef383d0-dfb0-4c98-9d69-759b3311fbb0,user_0021,2881.97,2026-04-09T20:13:56.778524+00:00,Dallas,32.83663261774681,-96.75537196259144,purchase,Campbell Ltd,false,2026-04-09T20:13:56.778Z,2026-04-09T20:13:56.778Z,false,true,true,location_anomaly,2026-04-09T20:14:05.069Z
fc08d6e6-4b10-4570-a1e6-420699570e3b,user_0026,2547.72,2026-04-09T20:13:55.756041+00:00,London,51.541169275245764,-0.03659968283672377,transfer,Owens-Singleton,false,2026-04-09T20:13:55.756Z,2026-04-09T20:13:55.756Z,false,true,true,location_anomaly,2026-04-09T20:14:05.069Z
266aaf19-e6ac-46b5-9b96-93cb7a6d950d,user_0027,1082.42,2026-04-09T20:13:36.764790+00:00,Phoenix,33.38114757935142,-112.08994233652572,transfer,"Phillips, Cruz and Kelley",false,2026-04-09T20:13:36.765Z,2026-04-09T20:13:36.764Z,false,true,true,location_anomaly,2026-04-09T20:14:05.069Z
e72f381c-47f9-4fb7-b1f9-851f82c5c0d5,user_0027,1786.36,2026-04-09T20:13:37.176207+00:00,Los Angeles,34.15046796787226,-118.32247593961452,purchase,Peters-Knight,false,2026-04-09T20:13:37.177Z,2026-04-09T20:13:37.176Z,false,true,true,location_anomaly,2026-04-09T20:14:05.069Z
6c074781-522a-4527-b9b9-2f947d98f5b1,user_0029,19.54,2026-04-09T20:13:49.238047+00:00,Phoenix,33.4609951362262,-112.08250757045126,purchase,Sullivan Group,false,2026-04-09T20:13:49.238Z,2026-04-09T20:13:49.238Z,false,true,true,location_anomaly,2026-04-09T20:14:05.069Z
cd05c8f6-3c40-4f1c-9803-05dbc6be2e4a,user_0029,2558.99,2026-04-09T20:13:57.186111+00:00,Chicago,41.965131576524094,-87.56090023223487,purchase,"Simpson, Anderson and Snyder",false,2026-04-09T20:13:57.187Z,2026-04-09T20:13:57.186Z,false,true,true,location_anomaly,2026-04-09T20:14:05.069Z
