transaction_id,user_id,amount,timestamp,city,latitude,longitude,transaction_type,merchant,is_seed_fraud,kafka_ts,event_time,fraud_high_value,fraud_location_anomaly,is_fraud,fraud_reason,processed_at
9ac81a2c-6f34-4690-bc39-d51c9c0c3e2d,user_0017,1629.14,2026-04-10T05:35:07.459907+00:00,Dallas,32.83464075869653,-96.77520265269045,transfer,Gibson Inc,false,2026-04-10T05:35:07.460Z,2026-04-10T05:35:07.459Z,false,true,true,location_anomaly,2026-04-10T05:35:36.700Z
aabbbaa2-d38a-46ff-b928-7e38bd921197,user_0019,381.25,2026-04-10T05:35:26.272444+00:00,London,51.5662104872779,-0.10151958976909373,purchase,Medina-Thompson,false,2026-04-10T05:35:26.274Z,2026-04-10T05:35:26.272Z,false,true,true,location_anomaly,2026-04-10T05:35:36.700Z
a55c5b18-3cb1-4d8f-aae7-1fbd0839f18a,user_0023,522.26,2026-04-10T05:35:11.549575+00:00,Tokyo,35.6762,139.6503,purchase,"Watkins, Bell and Sawyer",true,2026-04-10T05:35:11.550Z,2026-04-10T05:35:11.549Z,false,true,true,location_anomaly,2026-04-10T05:35:36.700Z
c5bc37b5-4507-4d4c-8b1c-eb00c4de8688,user_0023,522.26,2026-04-10T05:35:11.549575+00:00,Sydney,-33.8688,151.2093,purchase,"Watkins, Bell and Sawyer",true,2026-04-10T05:35:11.551Z,2026-04-10T05:35:11.549Z,false,true,true,location_anomaly,2026-04-10T05:35:36.700Z
8782f8f9-0224-49e6-8edb-b66e3bcc1ed7,user_0032,514.0,2026-04-10T05:35:14.011268+00:00,London,51.5074,-0.1278,purchase,Garza Inc,true,2026-04-10T05:35:14.013Z,2026-04-10T05:35:14.011Z,false,true,true,location_anomaly,2026-04-10T05:35:36.700Z
bb83f741-a86c-4be7-89ef-f7118ff60b3f,user_0032,514.0,2026-04-10T05:35:14.011268+00:00,Tokyo,35.6762,139.6503,purchase,Garza Inc,true,2026-04-10T05:35:14.011Z,2026-04-10T05:35:14.011Z,false,true,true,location_anomaly,2026-04-10T05:35:36.700Z
9d3cc2c9-d537-40e8-a9ad-f9350f98b82f,user_0032,47.4,2026-04-10T05:35:29.155775+00:00,Paris,48.834684778699184,2.3870736919830544,refund,Guerra Inc,false,2026-04-10T05:35:29.156Z,2026-04-10T05:35:29.155Z,false,true,true,location_anomaly,2026-04-10T05:35:36.700Z
dcba28a9-89f5-4bdb-b935-589e9629b420,user_0035,2115.35,2026-04-10T05:35:03.366266+00:00,Miami,25.733392058576086,-80.10423825696512,transfer,Davis-Baker,false,2026-04-10T05:35:03.366Z,2026-04-10T05:35:03.366Z,false,true,true,location_anomaly,2026-04-10T05:35:36.700Z
0bb32bef-a938-4d92-9e06-03051a057b68,user_0035,375.83,2026-04-10T05:35:04.186100+00:00,Philadelphia,40.034369419098674,-75.17159591155806,refund,"Browning, Daugherty and Griffin",false,2026-04-10T05:35:04.186Z,2026-04-10T05:35:04.186Z,false,true,true,location_anomaly,2026-04-10T05:35:36.700Z
108819bc-2d61-41a2-8733-73df00d2e8bd,user_0035,2372.32,2026-04-10T05:35:12.984784+00:00,Seattle,47.61592010170864,-122.32280386661299,withdrawal,Chapman PLC,false,2026-04-10T05:35:12.985Z,2026-04-10T05:35:12.984Z,false,true,true,location_anomaly,2026-04-10T05:35:36.700Z
